yes,"Donald trump and hilary clinton are on a boat that is sinking, who survives? america."
yes,"Welcome to drugs club, todd. i can't believe someone actually answered the ad. you're under arrest."
no,Snl's benghazi cold open: jodi arias helps gop lawmakers boost ratings (video)
no,Fear of the dark: is it really irrational?
no,U.k. rejects petition protecting women from being forced to wear heels at work
yes,Today's generation  omg my parents never let me have anything. via iphone
yes,Why don't blind people go skydiving? it scares the crap out of their dogs!
yes,Why did the blonde pull the dildo out before she came? she wasn't on the pill
no,Spotlight on athenahacks: why female hackathons are important
no,New program seeks to make democrats' campaigns as diverse as their voters
yes,Why did the guy not draw a circle? because there was no point.
yes,A man jaywalked and got the entire left side of his body ran over. he was all right
yes,What do you call a man who opens the car door for  you? a chauffeur.
yes,Why did the duck get arrested? because he was smoking quack!
yes,'50 shades of gray' -worst set of crayola colored pencils.
yes,"I'm not a doctor, but i play one on eharmony."
yes,What toy should you never buy a jewish child? a bulldozer!
no,What you need to know before traveling to england
yes,What did the lonely ghost do at 2 in the morning? he made a booo-ty call
no,Bank executive's attempt to keep dui out of the paper backfires spectacularly
yes,What do you call a joke with the wrong punchline? to get to the other side!
no,Spray paint stripes on your simple clutch with this diy (video)
yes,If you make fun of your significant other's love of hunger games are you.... mockin'bae
yes,What would be the name of a rock if she's female? rockelle.
yes,If a tree falls in the forest does it make a sound? no. the universe uses lossy compression.
no,"Sweet cakes by melissa, oregon bakery that denied gay couple a wedding cake, closes shop"
no,New allegation: photographer terry richardson sexually assaulted designer in his studio doorway
yes,What does a chinese gay man have for dinner? goo of sum yung gai
no,Aasif mandvi thinks the resistance will come down to 'who can fight the hardest'
no,The archivist's dilemma: q&a with oddball films' stephen parr
yes,"I scream, you scream, we all scream... the ice cream man kidnapped us; please send help."
no,Detox from 'rupaul's drag race' discusses her passion for fashion and more
no,Here are the most popular throwback jerseys in each state
no,Muscle mass made easy: two training methods for beginners
yes,How does an alzheimer's patient celebrate new years? kissing strangers.
no,Back hair shaved into james corden's image is a masterpiece
yes,A jewish man told me this... knock knock...
no,Pregnant meteorologist addresses body shamers with impassioned speech
no,Musical marriage proposal: man stages broadway flash mob in chicago (video)
no,"Bill maher takes on horse meat scandal, slams california vote against gmo label prop (video)"
no,Stop everything: a 'beauty and the beast'-themed cruise is happening
yes,What do you call a crappy business man? an entremanure
no,"Vermont deficit disorder: finding peace in the green mountains (photos, video)"
no,Most of marco rubio’s delegates will probably still have to vote for him
yes,Why is it so hot in a stadium after a football game? because all the fans have left.
no,A photoshopped picture of donald trump is freaking everyone out
no,Chicago cubs stars and bill murray make a real song and dance on 'snl'
yes,What did the radioactive sample say to the other radioactive sample? idk.
yes,Don't iron your four leaf clovers you don't want to press your luck.
yes,I'm scared of lifts guess i have to take steps to avoid them
no,House democrats convene their own hearing to talk about donald trump's conflicts of interest
yes,Why is alabama the worlds biggest sandwich? because the whole state is inbred
yes,"Doggy style, because sometimes you both just like the same tv show."
yes,"If you're building a time machine, take your time. what's the rush?"
no,We should make ai and blockchain boost global trade
yes,Do you know the worst thing about sex? the part where you have to bury them afterwards.
no,"Parents say school's leggings 'ban' is unfair to girls, 'contributes to rape culture'"
no,20 of the summer's wackiest art news stories
yes,What do you call a sick pokemon? pikachoo
no,"Boko haram killings doubled in past 5 months, amnesty international reports"
no,How the chinese exclusion act can help us understand immigration politics today
yes,"Three popes walk into a bar. wow, that place is popeular!"
yes,My wife's boss's name is adolfo! i wonder if his family have always been against dolls?
yes,If i wrote an autobiography i bet it wouldn't sell story of my life..
no,Travel like a queen: the royal family's favorite hotels (photos)
yes,"God: adam looks kind of lonely down there. what should i do? frog: ribbit god: haha, alright man"
yes,What happens when bill gates gets mad? he gets philanthro-pissed
yes,Like drugs for people who don't do drugs. hobbies
no,I don't know how to be anything but a patient
no,Patriot devin mccourty is not visiting the white house: 'i don't feel accepted'
yes,Maybe if i swallow enough magnets i'll become attractive.
no,Does drinking soda cause depression? not so fast
no,Putnam's path forward for 'our kids' should start with the upside-down tax code
no,Let greta gerwig and ellen burstyn teach you the art of naming a 'wiener-dog'
no,Hillary clinton announces vague plan to 'donate' harvey weinstein campaign money
yes,"Jesus walks into a bar no he didn't, because he isn't real."
no,No democratic party chair winner in first round of balloting
yes,"Wanna hear a construction joke? sorry, i'm still working on it."
no,What would happen if the disney princes were queer -- and hitting the town? (nsfw)
no,"Soybean meal peptides could stop colon, liver and lung cancer growth"
yes,Did you hear the offspring song about how to store mummies? you gotta keep 'em desiccated
yes,So two snare drums and a cymbal fall off a cliff... bah dum tssh
no,Jonathan knight and boyfriend join the cast of 'amazing race'
yes,What kind of shoes does a thief wear? sneakers.
no,Seth meyers decodes the 'pee tape' news: 'oh my god. it's real!'
yes,What's the difference between a hand towel and toilet paper? what? you aren't coming to my house
no,A “one taiwan” policy? let’s take out the chinese?
no,The season 2 trailer of 'unbreakable kimmy schmidt' is here
no,10 countries that hate america most: 24/7 wall st.
yes,Every olympic event should include one average person competing for reference.
no,The way out of trumpland: electoral college and clinton watch vote recounts
yes,Mind over matter they told me... thanks for the gold stranger! *edit* front page! much wow!
yes,Just ordered a non-fat pumpkin spice latte & now i drive a prius & am a zumba instructor.
no,How to stop taking our lives for granted
yes,I took off my bra and chips fell out. plot twist i haven't been eating chips
yes,What do windows feel when they get hurt? pane!
no,Maria sharapova hair: tennis star chops it off! (photos)
no,Stephen colbert sums up donald trump's first 99 days in 99 seconds
no,"Andrea casiraghi, tatiana santo domingo married in monte carlo (photo)"
no,Colin firth among few men to say they won't work with woody allen again
yes,"I just took a huge shit. i don't know who it belongs to, but i took it."
no,This boy grew his hair for two years so he could donate it to his friend
no,Ken burns' 'the roosevelts' reveals everything wrong with our current political class
yes,Why are lesbians superstitious? because they are always knocking on wood.
no,Shaq provides surprise backup in kids' basketball game with police
no,Yesterday was officially david bowie day in new york city
yes,Have you seen the new movie constipated? it hasn't come out yet
yes,I bet my church never imagined it was even possible to twerk to amazing grace.
no,Uggie the dog from 'the artist' dead at 13
no,American black film festival announces 2016 film lineup
